house_floor,city,house_area,fee,house_used,estate,m2_price,street_name,house_style,property_right,field,total_price,house_decoration,sele_power,house_direction,build_area,room_link
中楼层 (共11层),烟台,暂无数据,,满五年,玺萌橘子洲,7459yuan/m2,凤凰台,2室2厅1厨1卫,有,芝罘,67w,其他,"
                    小区绿化高，南北通透格局，楼层好，采光好，居住舒适
                  ",南 北,89.83㎡,https://yt.lianjia.com/ershoufang/103101785557.html
低楼层 (共16层),佛山,暂无数据,,满五年,康怡丽苑二期,26882yuan/m2,桂城北（南海广场）,2室2厅0厨1卫,70年,南海,250w,精装,"
                    鸿晖康怡丽苑占地面积7万平方米，住宅建筑面积17万平方米。鸿晖康怡丽苑以其的建筑规划、园林设计、户型布局，成为众多置业关注的热点。小区内设施配套齐，有游泳池、老人健身场所、小孩游乐场所、是你理想的怡居家园。
                  ",南,93㎡,https://fs.lianjia.com/ershoufang/FS0002904678.html
高楼层 (共7层),烟台,40.95㎡,,满五年,中兴街,17095yuan/m2,解放路,2室1厅1厨1卫,暂无数据,芝罘,70w,其他,"
                    十中萧翔品质教育；装修直接入住；小户型，总价低
                  ",南,40.95㎡,https://yt.lianjia.com/ershoufang/103101744890.html
高楼层 (共6层),佛山,暂无数据,,满五年,荟景豪庭,16058yuan/m2,黄岐,3室2厅1厨2卫,70年,南海,167w,其他,"
                    环境优美 间隔方正
                  ",南 北,104㎡,https://fs.lianjia.com/ershoufang/FS0003018466.html
低楼层 (共6层),烟台,79.9㎡,,满五年,海港小区,7760yuan/m2,幸福,3室2厅1厨1卫,暂无数据,芝罘,62w,其他,"
                    房源格局方正，南北通透， 采光充足，
                  ",南 北,79.9㎡,https://yt.lianjia.com/ershoufang/103101754623.html
中楼层 (共8层),佛山,暂无数据,,满五年,华景苑,13445yuan/m2,季华,2室2厅1厨1卫,70年,禅城,105w,简装,"
                    配套完善 交通便利
                  ",南,78.1㎡,https://fs.lianjia.com/ershoufang/FS0002872154.html
高楼层 (共25层),佛山,95㎡,,满五年,顺德雅居乐花园,19106yuan/m2,大良南区,3室2厅1厨2卫,70年,顺德,235w,其他,"
                    生活配套完善 小区管理 交通方便
                  ",南 北,123㎡,https://fs.lianjia.com/ershoufang/FS0003079017.html
低楼层 (共6层),烟台,83.38㎡,,满五年,塔山西路,11034yuan/m2,上夼,3室2厅1厨1卫,暂无数据,芝罘,92w,其他,"
                    此房视野宽阔，采光好，配套设施齐全，装修可直接入住
                  ",南 北,83.38㎡,https://yt.lianjia.com/ershoufang/103101790295.html
中楼层 (共17层),佛山,暂无数据,,满五年,威斯广场观景轩,11831yuan/m2,乐从,4室2厅1厨2卫,70年,顺德,168w,精装,"
                    成熟小区 周边配套完善 户型方正
                  ",东南,142㎡,https://fs.lianjia.com/ershoufang/FS0002934236.html
中楼层 (共33层),烟台,49.12㎡,,满五年,大海阳南街,9455yuan/m2,文化路,1室2厅1厨1卫,有,芝罘,60w,其他,"
                    电梯房，简单装修，南向卧室，看房方便
                  ",南,63.46㎡,https://yt.lianjia.com/ershoufang/103101337904.html
中楼层 (共22层),烟台,暂无数据,,满五年,绿色家园,10028yuan/m2,迎春大街,1室1厅1厨1卫,有,莱山,37w,其他,"
                    独立厨房+中间楼层+西向采光好+以租养贷
                  ",西北,36.9㎡,https://yt.lianjia.com/ershoufang/103101646574.html
低楼层 (共16层),佛山,暂无数据,,满五年,顺联新城花园,12009yuan/m2,乐从,2室2厅1厨1卫,70年,顺德,90w,精装,"
                    房子保养好 小区交通便利
                  ",东北,74.95㎡,https://fs.lianjia.com/ershoufang/FS0002780048.html
中楼层 (共6层),烟台,暂无数据,,满五年,大海阳路,10374yuan/m2,三站,3室2厅1厨1卫,暂无数据,芝罘,105w,其他,"
                    2000年框架房，进门厅双南卧一北卧标准三室户型，户型方正，实用面积大
                  ",南 北,101.22㎡,https://yt.lianjia.com/ershoufang/103101824917.html
中楼层 (共6层),烟台,1㎡,,满五年,清泉寨城北区,11976yuan/m2,大学城,2室1厅1厨1卫,暂无数据,莱山,75w,其他,"
                    小区配套有烟大附属医院、建设银行、中国银行，农业银行，新世界百货、保利mall等大型商场
                  ",南,62.63㎡,https://yt.lianjia.com/ershoufang/103101728982.html
高楼层 (共9层),佛山,暂无数据,,满五年,白天鹅花园,16912yuan/m2,黄岐,2室1厅1厨1卫,70年,南海,115w,简装,"
                    实用两房 格局方正
                  ",西北,68㎡,https://fs.lianjia.com/ershoufang/FS0002759028.html
中楼层 (共29层),佛山,暂无数据,,满五年,中海万锦豪园,32223yuan/m2,千灯湖,3室2厅1厨2卫,70年,南海,435w,精装,"
                    此套单位是业主自己的装修，房间普通地板，活动区间均为瓷砖地板，墙面为普通扇灰，简单装修
                  ",西南,135㎡,https://fs.lianjia.com/ershoufang/FS0002619935.html
高楼层 (共7层),烟台,暂无数据,,满五年,民生街,16561yuan/m2,解放路,3室1厅1厨1卫,暂无数据,芝罘,130w,其他,"
                    进门客厅两个南卧室一个北卧室，目前一个南卧室和客厅打通了，明亮通透，南北的阳台都外探了，空间大！
                  ",南 北,78.5㎡,https://yt.lianjia.com/ershoufang/103101796259.html
中楼层 (共25层),佛山,暂无数据,,满五年,海景花园,16432yuan/m2,桂城北（南海广场）,3室2厅0厨2卫,70年,南海,198w,简装,"
                    配套成熟 交通完善
                  ",北,120.5㎡,https://fs.lianjia.com/ershoufang/FS0002615025.html
低楼层 (共9层),佛山,暂无数据,,满五年,华侨花园,14493yuan/m2,黄岐,2室1厅1厨1卫,70年,南海,100w,其他,"
                    成熟小区 交通便利
                  ",东,69㎡,https://fs.lianjia.com/ershoufang/FS0002642564.html
高楼层 (共7层),佛山,104.07㎡,,满五年,黄岐第一城,17497yuan/m2,黄岐,3室2厅1厨2卫,70年,南海,200w,精装,"
                    房本面积114.31平米，套内面积104.07平米。楼下为客厅厨房卫生间，原来楼下卧室已经和客厅打通，客厅宽敞，楼上为三个卧室一个卫生间，两个卧室朝南一个卧室朝北。
                  ",南,114.31㎡,https://fs.lianjia.com/ershoufang/FS0002612335.html
高楼层 (共6层),烟台,164.23㎡,,满五年,闻涛山庄,13396yuan/m2,前七夼,4室2厅1厨3卫,暂无数据,莱山,220w,其他,"
                    房子是顶加阁 六楼有两个南向的卧室  客厅在北面 楼上楼下一共三个卫生间结构比较合理
                  ",南 北,164.23㎡,https://yt.lianjia.com/ershoufang/103101791158.html
高楼层 (共6层),佛山,暂无数据,,满五年,文华居,13148yuan/m2,罗村,3室2厅1厨1卫,70年,南海,115w,简装,"
                    中等装修 3房2厅 户型格局方正实用 采光通透 瓷砖地板新净 采光通风好 视野开阔。
                  ",北,87.47㎡,https://fs.lianjia.com/ershoufang/FS0002861855.html
中楼层 (共17层),佛山,暂无数据,,满五年,中恒海晖城,13659yuan/m2,狮山,3室2厅0厨2卫,70年,南海,168w,精装,"
                    精装修，户型方正实用，客厅餐厅分离，位置安静，卧室带飘窗面积大，高楼层，采光好。
                  ",东南,123㎡,https://fs.lianjia.com/ershoufang/FS0002884848.html
低楼层 (共6层),烟台,79.49㎡,,满五年,御花园,6387yuan/m2,福山一区,2室2厅1厨1卫,暂无数据,福山,58w,毛坯,"
                    满五唯一，南北通透，交通便利，配套齐全。
                  ",南 北,90.82㎡,https://yt.lianjia.com/ershoufang/103101066669.html
中楼层 (共8层),佛山,暂无数据,,满五年,金菊村,13231yuan/m2,桂城北（南海广场）,3室2厅0厨1卫,70年,南海,172w,其他,"
                    该物业是三房两厅南北对流的单位 简单装修 采光通风良好 装修保养良好
                  ",南 北,130㎡,https://fs.lianjia.com/ershoufang/FS0002968097.html
高楼层 (共7层),烟台,1㎡,,满五年,寰宇小区,9047yuan/m2,福山一区,3室2厅1厨2卫,暂无数据,福山,118w,其他,"
                    三居室精装修，家电家具可以赠送，多层的房子公摊面积10%，动静分离，干湿分离，可以享受阳光下的自由呼吸
                  ",东 南 北,130.43㎡,https://yt.lianjia.com/ershoufang/103101801819.html
高楼层 (共7层),佛山,暂无数据,,满五年,华翠苑,10000yuan/m2,季华,3室2厅1厨3卫,70年,禅城,150w,其他,"
                    此房源为普通装修，有部份天花，客厅和饭厅的地板为陶瓷地板， 房间三间都为木地板，厨房有厨柜，房间有空调
                  ",南 北,150㎡,https://fs.lianjia.com/ershoufang/FS0003055838.html
高楼层 (共6层),烟台,暂无数据,,满五年,北方月光怡景,9300yuan/m2,福山二区,4室2厅1厨2卫,暂无数据,福山,99w,其他,"
                    西打头，南北通透，装修好，内阁，，，，，，，，，，，，，         ， 
                  ",南 北,106.46㎡,https://yt.lianjia.com/ershoufang/103101811795.html
高楼层 (共6层),烟台,175㎡,,满五年,闻涛山庄,12571yuan/m2,前七夼,4室2厅1厨2卫,暂无数据,莱山,220w,其他,"
                    2000年左右的房子，框架四居室 ，老式装修保持较好可以直接拎包入住
                  ",南 北,175.01㎡,https://yt.lianjia.com/ershoufang/103101791171.html
高楼层 (共5层),烟台,1㎡,,满五年,三马路,17813yuan/m2,解放路,2室1厅1厨1卫,暂无数据,芝罘,120w,简装,"
                    此房一梯两户，进门南客厅，南北卧室的户型，户型方正。南北通透。
                  ",南 北,67.37㎡,https://yt.lianjia.com/ershoufang/103101825161.html
高楼层 (共32层),烟台,暂无数据,,满两年,南山世纪华庭,11623yuan/m2,大学城,3室2厅2厨3卫,有,莱山,255w,精装,"
                    成熟社区，方正好户型，毛坯房子
                  ",南 北,219.41㎡,https://yt.lianjia.com/ershoufang/103101584193.html
中楼层 (共26层),烟台,80.22㎡,,满两年,鼎城2008,6767yuan/m2,凤凰台,3室2厅1厨1卫,有,芝罘,72w,精装,"
                    楼层好、视野开阔、采光好、精装修、本房为南北通透
                  ",南 北,106.41㎡,https://yt.lianjia.com/ershoufang/103101426218.html
中楼层 (共6层),烟台,暂无数据,,满两年,花园里,8294yuan/m2,新桥,2室2厅1厨1卫,暂无数据,芝罘,60w,精装,"
                    本房为南北通透、精装修、视野开阔、采光充足，楼层好
                  ",南 北,72.35㎡,https://yt.lianjia.com/ershoufang/103101487354.html
高楼层 (共26层),烟台,暂无数据,,满两年,金象泰温馨家园,9753yuan/m2,凤凰台,3室2厅1厨1卫,有,芝罘,127w,毛坯,"
                    此房满两年，南北通透，楼层好，视野开阔，每个功能间都带窗。
                  ",南 北,130.22㎡,https://yt.lianjia.com/ershoufang/103101698014.html
中楼层 (共39层),烟台,暂无数据,,满两年,南山世纪华庭,9358yuan/m2,大学城,3室1厅1厨2卫,有,莱山,134w,精装,"
                    三南卧户型，采光完全没问题，北向客厅可以看海
                  ",南 北,143.2㎡,https://yt.lianjia.com/ershoufang/103101698852.html
低楼层 (共7层),烟台,65.12㎡,,满五年,宁海路,9675yuan/m2,上夼,2室1厅1厨1卫,暂无数据,芝罘,63w,其他,"
                    有塔山市场，奇山早市，上夼美食街，雅思贝尔幼儿园，四眼桥市场，振华量贩等等。
                  ",南 北,65.12㎡,https://yt.lianjia.com/ershoufang/103101727655.html
高楼层 (共6层),烟台,50.7㎡,,满五年,黄山南街,6904yuan/m2,文化路,2室1厅1厨1卫,暂无数据,芝罘,35w,简装,"
                    此房是简单装修，可以根据自己的爱好装修，适合有孩子的家庭居家生活，居住安全舒适。
                  ",南,50.7㎡,https://yt.lianjia.com/ershoufang/103101460824.html
高楼层 (共6层),烟台,暂无数据,,满五年,新石南路,7095yuan/m2,白石,2室2厅1厨1卫,暂无数据,芝罘,51w,简装,"
                    小区环境是老城区中老人较多，有公园，里面有健身器材，有市场交通方便。
                  ",南 北,71.89㎡,https://yt.lianjia.com/ershoufang/103101258845.html
高楼层 (共6层),烟台,148.37㎡,,满两年,龙湖葡醍海湾,8762yuan/m2,牟平区,3室2厅1厨2卫,暂无数据,牟平,130w,毛坯,"
                    南北通透格局好，一梯两户，龙湖物业
                  ",南 北,148.37㎡,https://yt.lianjia.com/ershoufang/103101816155.html
高楼层 (共5层),烟台,暂无数据,,满五年,桃园里,8710yuan/m2,新桥,2室1厅1厨1卫,暂无数据,芝罘,49w,精装,"
                    精装修两室，房主自己在住，保持的好，可拎包入住，做了保温层。
                  ",南 北,56.26㎡,https://yt.lianjia.com/ershoufang/103101625140.html
低楼层 (共6层),烟台,暂无数据,,满五年,阳光绿洲,8626yuan/m2,世回尧,3室2厅1厨1卫,暂无数据,芝罘,79w,精装,"
                    此房为南北通透三居室，一进门是客厅，左手边两个卧室，卫生间，右手边是厨房，餐厅，一北卧室。
                  ",南 北,91.59㎡,https://yt.lianjia.com/ershoufang/103101681680.html
低楼层 (共6层),烟台,暂无数据,,满两年,阳光御景花园,11316yuan/m2,三站,3室2厅1厨1卫,暂无数据,芝罘,88w,其他,"
                    南北通透 采光充足  配套设施齐全 交通便利 购物方便
                  ",南 北,77.77㎡,https://yt.lianjia.com/ershoufang/103101731221.html
中楼层 (共6层),烟台,暂无数据,,满五年,北方月光怡景,7500yuan/m2,福山二区,4室2厅1厨2卫,暂无数据,福山,93w,其他,"
                    精装修南北通透，视野开阔，采光充足。配套齐全，交通便利。
                  ",南 北,124㎡,https://yt.lianjia.com/ershoufang/103100704050.html
高楼层 (共6层),烟台,暂无数据,,满五年,大海阳路,8648yuan/m2,三站,2室1厅1厨1卫,暂无数据,芝罘,52.8w,其他,"
                    此房进门厅东打头  南北通透双南卧 产权清晰 停车方便 双南卧室
                  ",东南 北,61.06㎡,https://yt.lianjia.com/ershoufang/103101383298.html
高楼层 (共6层),烟台,暂无数据,,满两年,黄务卧龙小区,6924yuan/m2,黄务,3室2厅1厨1卫,暂无数据,芝罘,54w,简装,"
                    黄务三室 双南卧室户型好 带小棚 看房有钥匙 生活便利
                  ",南 北,78㎡,https://yt.lianjia.com/ershoufang/103100752102.html
低楼层 (共11层),烟台,84.39㎡,,满五年,香逸中央,7879yuan/m2,福山一区,3室2厅1厨2卫,有,福山,81.5w,其他,"
                    视野好、采光好、户型好、南北透通、三室两厅格居 
                  ",南 西 北,103.45㎡,https://yt.lianjia.com/ershoufang/103101645737.html
中楼层 (共6层),烟台,190㎡,,满五年,岱山小区东区,13908yuan/m2,石沟屯,4室2厅1厨2卫,暂无数据,莱山,268w,其他,"
                    房子是毛坯房，可以根据自己的喜好来装修。
                  ",南 北,192.7㎡,https://yt.lianjia.com/ershoufang/103101692083.html
低楼层 (共5层),杭州,77.6㎡,,满两年,嘉绿西苑,44715yuan/m2,嘉绿,2室1厅1厨1卫,70年,西湖,382w,简装,"
                    此房满两年无增值税，看房方便，业主诚心出售。
                  ",南,85.43㎡,https://hz.lianjia.com/ershoufang/103101661378.html
高楼层 (共7层),杭州,暂无数据,,暂无数据,朝晖七区,38363yuan/m2,朝晖,2室1厅1厨1卫,70年,下城,178w,简装,"
                    此房满五年，双卧朝南格局，楼层高，采光好，95年房龄
                  ",南,46.4㎡,https://hz.lianjia.com/ershoufang/103101800549.html
高楼层 (共12层),烟台,81.72㎡,,满两年,北美枫情,7311yuan/m2,福山一区,2室2厅1厨1卫,有,福山,75w,其他,"
                    房源楼层好、视野开阔、采光好、本房为南北通透
                  ",南 北,102.59㎡,https://yt.lianjia.com/ershoufang/103101412559.html
中楼层 (共11层),杭州,暂无数据,,满五年,秋水苑,38345yuan/m2,文三西路,4室2厅1厨2卫,70年,西湖,580w,精装,"
                    小高层电梯房西边套，中等装修，现在做三个卧室，一个书房。南北通透，双阳台。采光无影响，看房方便！
                  ",南,151.26㎡,https://hz.lianjia.com/ershoufang/103101665561.html
中楼层 (共6层),烟台,暂无数据,,满五年,黎明山庄,8793yuan/m2,三站,2室2厅1厨1卫,暂无数据,芝罘,65w,其他,"
                    好楼层，采光好，南北通透，可拎包入住
                  ",南 北,73.93㎡,https://yt.lianjia.com/ershoufang/103101616718.html
中楼层 (共11层),杭州,44.42㎡,,满五年,毛家桥公寓,55909yuan/m2,嘉绿,2室1厅1厨1卫,70年,西湖,299w,精装,"
                    此房业主09年买进来的 名下非唯一住宅 格局好 两房朝南
                  ",南,53.48㎡,https://hz.lianjia.com/ershoufang/103101682508.html
高楼层 (共9层),杭州,暂无数据,,满五年,景城花园,46022yuan/m2,翠苑,4室2厅1厨2卫,70年,西湖,745w,精装,"
                    此房满五年，四房精装修，顶层视野宽阔，采光充足，交通便利。
                  ",东南 南,161.88㎡,https://hz.lianjia.com/ershoufang/103101593927.html
低楼层 (共7层),杭州,72.77㎡,,满五年,三里家园三区,36091yuan/m2,三里亭,2室2厅1厨1卫,70年,江干,295w,精装,"
                    此房为三里家园典型的两房朝南户型，户型方正，采光也很好，外送一个30平左右的大露台。
                  ",南,81.74㎡,https://hz.lianjia.com/ershoufang/103101636353.html
高楼层 (共21层),佛山,100.5㎡,,满两年,嘉信城市花园,15921yuan/m2,大良新区,3室2厅1厨2卫,70年,顺德,160w,其他,"
                    3房2厅2卫，客厅房间地面铺瓷砖，天花装有吊灯，厅摆放真皮沙发，装修风格简单，却舒适宜人。
                  ",西南,100.5㎡,https://fs.lianjia.com/ershoufang/FS0003080375.html
高楼层 (共6层),烟台,90㎡,,满五年,清泉康乐宫,10735yuan/m2,大学城,3室2厅1厨1卫,暂无数据,莱山,106w,毛坯,"
                    房子是毛坯顶加阁楼，元气未动。双南卧阁楼面积40平左右
                  ",南 北,98.75㎡,https://yt.lianjia.com/ershoufang/103101588470.html
中楼层 (共30层),烟台,75.15㎡,,满五年,星河城,6654yuan/m2,福山一区,2室2厅1厨1卫,有,福山,50w,其他,"
                    星河城 两室两厅 一厨一卫 精装修
                  ",西北,75.15㎡,https://yt.lianjia.com/ershoufang/103101597020.html
中楼层 (共7层),杭州,暂无数据,,满五年,三里亭苑二区,36802yuan/m2,三里亭,2室2厅1厨1卫,70年,江干,260w,精装,"
                    此房在三里亭路春晖社区里面，小区环境优美，地理位置优越，配套成熟，绿化程度高。交通便利。
                  ",东南 南 西南,70.65㎡,https://hz.lianjia.com/ershoufang/103101795560.html
中楼层 (共7层),杭州,74.47㎡,,满五年,紫金公寓,37205yuan/m2,文三西路,2室2厅1厨1卫,70年,西湖,305w,简装,"
                    此房户型目前是两房两厅，原始户型是三房一厅，两房朝南一房朝北，客厅在中间，厨房朝北，
                  ",南 北,81.98㎡,https://hz.lianjia.com/ershoufang/103101687629.html
低楼层 (共4层),烟台,71㎡,,满五年,迎山路,16758yuan/m2,二马路,2室2厅1厨1卫,暂无数据,芝罘,120w,其他,"
                    房子户型方正，南边两间北边两间+实际面积大+窗是铝合金有双窗。
                  ",南 北,71.61㎡,https://yt.lianjia.com/ershoufang/103101803623.html
中楼层 (共10层),杭州,暂无数据,,满五年,湖畔花园闻莺苑,42154yuan/m2,文一西路,3室2厅1厨2卫,70年,西湖,650w,精装,"
                    此房主卧客厅朝南，两房朝北，主卧带卫生间，明厨明卫，双明卫格局，业主自住，楼层好，视野很好，前方正对小区花园。业主对此房保养的很好，可以拎包入住。
                  ",南 北,154.2㎡,https://hz.lianjia.com/ershoufang/103101100593.html
高楼层 (共5层),烟台,91.97㎡,,满两年,万科假日风景,9971yuan/m2,福山二区,4室2厅1厨2卫,暂无数据,福山,105w,其他,"
                    赠送南北露台，公摊面积少，多层的房子
                  ",南 北,105.31㎡,https://yt.lianjia.com/ershoufang/103101660234.html
低楼层 (共32层),杭州,77㎡,,满五年,通和戈雅公寓,28167yuan/m2,闻堰,3室2厅1厨1卫,70年,萧山,280w,精装,"
                    小区出行方便，出小区门口就是黄山新小区公交站，有通往市区的352路，326路，222路
                  ",南,99.41㎡,https://hz.lianjia.com/ershoufang/103101716882.html
低楼层 (共7层),烟台,暂无数据,,满五年,开元新村A区,6543yuan/m2,幸福,3室2厅1厨1卫,暂无数据,芝罘,75w,毛坯,"
                ",南 北,114.64㎡,https://yt.lianjia.com/ershoufang/103100639734.html
高楼层 (共11层),杭州,暂无数据,,满五年,绿城西子田园牧歌,37163yuan/m2,半山,3室2厅1厨2卫,70年,拱墅,550w,精装,"
                    满五唯一，开发商精装修.3房朝南 4阳台 阳台对山
                  ",南 北,148㎡,https://hz.lianjia.com/ershoufang/103101584224.html
中楼层 (共5层),烟台,暂无数据,,满五年,南迎祥路,10153yuan/m2,上夼,2室2厅1厨1卫,暂无数据,芝罘,68w,其他,"
                    此房楼层好，2楼，适合任何人群；南北通透，临市场，超市。
                  ",南 北,66.98㎡,https://yt.lianjia.com/ershoufang/103101803990.html
中楼层 (共17层),杭州,35.85㎡,,满两年,保利湾天地二期,18984yuan/m2,沿江南,2室2厅1厨2卫,40年,下沙,90w,精装,"
                    小区安心物业 正气两房 拎包入住
                  ",西,47.41㎡,https://hz.lianjia.com/ershoufang/103101701315.html
高楼层 (共6层),烟台,暂无数据,,满五年,天府花园小区,6621yuan/m2,福山二区,2室1厅2厨1卫,暂无数据,福山,51.2w,其他,"
                    房子满五年唯一住房，南北通透西打头，2006年的框架结构。。。
                  ",南 西 北,77.33㎡,https://yt.lianjia.com/ershoufang/103101500319.html
低楼层 (共6层),烟台,暂无数据,,满五年,南尧小区,8503yuan/m2,世回尧,2室1厅1厨1卫,暂无数据,芝罘,42w,其他,"
                    此房 户型好 楼层低  价格不贵 经济实惠。。
                  ",南,49.4㎡,https://yt.lianjia.com/ershoufang/103101793480.html
低楼层 (共18层),杭州,暂无数据,,满五年,红苹果家园,27055yuan/m2,九堡,3室2厅1厨2卫,70年,江干,320w,简装,"
                    三房朝南 主卧带卫生间带阳台 客厅朝西 厨房，卫生间朝北，餐厅朝北
                  ",南 北,118.28㎡,https://hz.lianjia.com/ershoufang/103101073383.html
低楼层 (共11层),杭州,暂无数据,,满五年,信义坊,45973yuan/m2,信义坊,3室2厅1厨2卫,70年,拱墅,565w,简装,"
                    2002年商品房，一梯两户，三房朝南，客厅厨房朝北带窗，客厅空间很大，装修清爽，拎包入住没问题。
                  ",南 北,122.9㎡,https://hz.lianjia.com/ershoufang/103101813938.html
中楼层 (共7层),烟台,1㎡,,满五年,上夼西路,11327yuan/m2,上夼,3室2厅1厨1卫,暂无数据,芝罘,105w,其他,"
                    房子位于上夼西路，交通发达，出行方便，有21路，86路..
                  ",南 北,92.7㎡,https://yt.lianjia.com/ershoufang/103101817767.html
高楼层 (共6层),烟台,暂无数据,,满两年,幸海里,7186yuan/m2,幸福,3室1厅1厨2卫,暂无数据,芝罘,75w,其他,"
                    视野开阔、采光好、装修一般，三室一厅
                  ",南 北,104.38㎡,https://yt.lianjia.com/ershoufang/103101808333.html
中楼层 (共11层),烟台,暂无数据,,满五年,西海岸路13号,11743yuan/m2,幸福,3室2厅1厨1卫,有,芝罘,140w,其他,"
                    楼层好、视野开阔、采光好、本房为南北通通透格局，三室两厅。
                  ",南 北,119.23㎡,https://yt.lianjia.com/ershoufang/103101325659.html
高楼层 (共6层),杭州,110㎡,,满五年,信鸿花园北区,29384yuan/m2,三墩,3室2厅1厨2卫,70年,西湖,340w,精装,"
                    公交：211路、353路、403路、860路、K349路 303路/K303路 K647路空调 845路 K603路空调 K17路空调 K37路空调 333路/K333路 303路区 间/K303路区间 K641路空调
                  ",南 北,115.71㎡,https://hz.lianjia.com/ershoufang/103101779996.html
中楼层 (共6层),烟台,74.42㎡,,满两年,福泰阳光,7715yuan/m2,福山二区,2室1厅1厨1卫,暂无数据,福山,65w,其他,"
                    南北通透格局，一楼下面是地上车库，视野宽阔，配套齐全
                  ",南 北,84.26㎡,https://yt.lianjia.com/ershoufang/103101792939.html
低楼层 (共6层),杭州,153㎡,,满五年,清水公寓,44445yuan/m2,德胜,4室2厅1厨2卫,70年,拱墅,680w,精装,"
                    房子是02~04年的商品房，房东一手买进，多层边套大4房，3房朝南1房朝北，两卫，厨房带阳台，共三个阳台，全明户型，餐客分明。
                  ",南 北,153㎡,https://hz.lianjia.com/ershoufang/103101379549.html
中楼层 (共11层),杭州,88.87㎡,,满五年,清水公寓,41351yuan/m2,德胜,3室2厅1厨1卫,70年,拱墅,480w,精装,"
                    霞湾巷、富义仓双公园，京杭大运河卖鱼桥段。省人民医院、拱墅第二医院、新华医院，社区医院。 东有水晶城、欧尚、北面 远洋乐堤港、绿地商务体。西面大悦城（在建） 华润万家超市。
                  ",东 南 北,116.08㎡,https://hz.lianjia.com/ershoufang/103101683271.html
低楼层 (共18层),杭州,110㎡,,满五年,左岸花园,37180yuan/m2,拱宸桥,3室2厅1厨2卫,70年,拱墅,435w,精装,"
                    小区东面是上塘高架，151公交总站就在这，有276.198.K151.70.198.33.23.B7.591路；南面是湖州街，公交有347.95.69.251.220.34.261.833.403.47路，西边有运河，通益路，北边有石祥路。上高架路口有3个（登云路上塘路交叉口）（上塘路大关路）
                  ",南,117㎡,https://hz.lianjia.com/ershoufang/103101794529.html
低楼层 (共7层),烟台,暂无数据,,满五年,清洋苑,6330yuan/m2,福山一区,3室2厅1厨1卫,有,福山,70w,其他,"
                    视野开阔、采光好、精装修、本房为南北通透
                  ",南 北,110.6㎡,https://yt.lianjia.com/ershoufang/103101799603.html
高楼层 (共15层),杭州,91.28㎡,,满五年,绿城丁香公馆,19983yuan/m2,湘湖,2室2厅1厨2卫,50年,萧山,234w,精装,"
                    绿城物业的精装好房 两房 视眼开阔 能看到西山 全天都有阳光
                  ",南,117.1㎡,https://hz.lianjia.com/ershoufang/103101613746.html
中楼层 (共17层),杭州,暂无数据,,满五年,嘉绿名苑,43036yuan/m2,嘉绿,3室2厅1厨2卫,70年,西湖,490w,简装,"
                    名苑东区 两房朝南 带阳台 一房朝北 厅北 没有双税 诚心出售 
                  ",南 西 北,113.86㎡,https://hz.lianjia.com/ershoufang/103101329161.html
中楼层 (共6层),烟台,53.54㎡,,满五年,上山路小区,9339yuan/m2,上夼,2室1厅1厨1卫,暂无数据,芝罘,50w,其他,"
                    交通出行便利，42路，6路，86路多路公交车站点，去往莱山，黄务便利
                  ",南 北,53.54㎡,https://yt.lianjia.com/ershoufang/103101806789.html
高楼层 (共7层),烟台,暂无数据,,满五年,蓁山花园,7711yuan/m2,世回尧,2室2厅1厨1卫,暂无数据,芝罘,43w,简装,"
                    满五年唯一，客户首套二套购房只需承担1%契税，三套以上3%契税，工本费80，印花税5元
                  ",南 北,55.77㎡,https://yt.lianjia.com/ershoufang/103101678550.html
高楼层 (共5层),杭州,暂无数据,,满五年,物华小区,29620yuan/m2,嘉绿,3室2厅1厨2卫,70年,西湖,360w,简装,"
                    此房为业主大概8年前左右买进的，自住简装，一直是自己住。保养得还算清爽。可根据自己需求决定是否重装。
                  ",南 北,121.54㎡,https://hz.lianjia.com/ershoufang/103101550791.html
高楼层 (共17层),杭州,49.43㎡,,满五年,芳满庭,44192yuan/m2,申花,2室1厅1厨1卫,70年,拱墅,280w,精装,"
                  ",南,63.36㎡,https://hz.lianjia.com/ershoufang/103101803156.html
高楼层 (共6层),烟台,暂无数据,,满五年,金东小区,8237yuan/m2,德胜,4室1厅1厨1卫,暂无数据,开发区,57w,其他,"
                    此房南北通透格局好，房主诚售，看房方便
                  ",南 北,69.2㎡,https://yt.lianjia.com/ershoufang/103101796511.html
高楼层 (共6层),烟台,63.28㎡,,满五年,幸国里小区,6875yuan/m2,幸福,2室1厅1厨1卫,暂无数据,芝罘,43.5w,简装,"
                    小区东边有振华量版 建设银行 农业银行 招商银行 光大银行 ，北边有海港医院 中医院 万华医院 宏达市场 公交车有 2、26、42、48、70、80、82、16交通便利
                  ",南,63.28㎡,https://yt.lianjia.com/ershoufang/103101561210.html
高楼层 (共6层),烟台,暂无数据,,满五年,阳光御景花园,13109yuan/m2,三站,2室2厅1厨2卫,暂无数据,芝罘,80w,其他,"
                    房屋无抵押，产权清晰，产权证已看过，随时可以过户，接受全款和商贷。
                  ",南 北,61.03㎡,https://yt.lianjia.com/ershoufang/103101765815.html
